id,poi shape,poi_type,coordinate
7649,Point,playground," 19.0591377, 47.4885864 "
7653,Point,playground," 19.1477241, 47.5227425 "
7664,Point,fitness_station," 19.1123113, 47.4646964 "
7676,Point,sports_centre," 19.0300249, 47.5146962 "
7678,Point,dog_park," 19.0329117, 47.5132843 "
7680,Point,dog_park," 18.968883, 47.5584261 "
7701,Point,sports_centre," 19.0566542, 47.4714044 "
7705,Point,playground," 19.1629729, 47.4681388 "
7726,Point,playground," 18.9735418, 47.5262716 "
7781,Point,playground," 19.0465935, 47.5105621 "
7782,Point,dog_park," 19.046906, 47.5115865 "
7809,Point,playground," 19.3634388, 47.5903974 "
7810,Point,playground," 19.3514456, 47.6015378 "
7823,Point,playground," 19.3456307, 47.5967545 "
7826,Point,playground," 19.3458669, 47.5983774 "
7839,Point,playground," 19.3550125, 47.5975543 "
7840,Point,playground," 19.148651, 47.4545358 "
7845,Point,playground," 19.0899213, 47.5858081 "
7851,Point,sports_centre," 19.347138, 47.5997416 "
7921,Point,sports_centre," 19.039489, 47.3458115 "
7925,Point,garden," 19.1025252, 47.5188498 "
7926,Point,playground," 19.0401229, 47.3390159 "
7945,Point,playground," 19.1302952, 47.4554608 "
7948,Point,playground," 19.1257092, 47.4585909 "
7951,Point,playground," 18.8887271, 47.4082158 "
7952,Point,dog_park," 19.1104943, 47.5934845 "
7958,Point,playground," 19.0539006, 47.5365769 "
7973,Point,dog_park," 19.0205682, 47.5076369 "
7976,Point,playground," 19.0373328, 47.4727558 "
7987,Point,playground," 19.1611262, 47.4339741 "
7989,Point,playground," 19.0651606, 47.5960946 "
7991,Point,playground," 19.0653615, 47.5974748 "
7993,Point,dog_park," 19.0396659, 47.5253988 "
7994,Point,playground," 19.0721334, 47.4926388 "
8007,Point,playground," 18.9379598, 47.5929536 "
8032,Point,playground," 19.1718189, 47.427804 "
8036,Point,playground," 19.3664445, 47.6020448 "
8042,Point,dog_park," 19.1368942, 47.4586805 "
8043,Point,playground," 19.1374078, 47.4590985 "
8044,Point,dog_park," 19.1377927, 47.4566485 "
8045,Point,dog_park," 19.146023, 47.4562213 "
8046,Point,dog_park," 19.1458044, 47.456069 "
8047,Point,dog_park," 19.151606, 47.458997 "
8056,Point,playground," 19.0604727, 47.5998089 "
8061,Point,playground," 18.9395546, 47.5470887 "
8102,Point,playground," 19.0533064, 47.5497928 "
8103,Point,fitness_station," 19.0457453, 47.5432733 "
8104,Point,playground," 19.098462, 47.5230539 "
8108,Point,sports_centre," 19.1222487, 47.4551735 "
8110,Point,playground," 19.1231595, 47.4548354 "
8111,Point,playground," 19.1223947, 47.4546203 "
8118,Point,nature_reserve," 18.8981178, 47.3999345 "
8128,Point,dog_park," 19.0435858, 47.5533523 "
8139,Point,garden," 19.0393934, 47.4892772 "
8140,Point,playground," 18.8947288, 47.631687 "
8177,Point,playground," 19.0448037, 47.6015432 "
8182,Point,playground," 19.0435326, 47.5236314 "
8188,Point,playground," 19.0102446, 47.4928837 "
8192,Point,playground," 18.8998763, 47.4070261 "
8199,Point,playground," 19.269571, 47.4091269 "
8200,Point,playground," 19.0046145, 47.4885946 "
8204,Point,playground," 19.0953517, 47.4855594 "
8205,Point,dog_park," 19.0780899, 47.485817 "
8206,Point,dog_park," 19.0796529, 47.4882828 "
8213,Point,fitness_station," 19.0525109, 47.5486053 "
8216,Point,playground," 19.0179076, 47.4691962 "
8217,Point,playground," 19.3419307, 47.6239724 "
8220,Point,sports_centre," 19.0717156, 47.6048696 "
8243,Point,playground," 19.0603804, 47.5000732 "
8244,Point,playground," 19.3512979, 47.6001588 "
8248,Point,playground," 18.9522616, 47.4079268 "
8251,Point,dog_park," 19.0730136, 47.5232453 "
8254,Point,nature_reserve," 18.9380076, 47.4105453 "
8256,Point,playground," 18.9514074, 47.4090819 "
8257,Point,sports_centre," 18.9475912, 47.4057603 "
8259,Point,playground," 18.9471604, 47.4105603 "
8260,Point,playground," 18.9557766, 47.4106062 "
8262,Point,fitness_station," 19.0868065, 47.5090813 "
8268,Point,playground," 19.0181837, 47.4691861 "
8269,Point,playground," 19.3333733, 47.6014967 "
8270,Point,playground," 19.3435461, 47.603758 "
8275,Point,garden," 19.0666612, 47.4899009 "
8276,Point,garden," 19.0685916, 47.4901617 "
8277,Point,garden," 19.0684356, 47.4902317 "
8278,Point,garden," 19.0704737, 47.4903396 "
8279,Point,garden," 19.0704762, 47.4901223 "
8281,Point,playground," 19.0695532, 47.493117 "
8282,Point,playground," 19.063763, 47.5363698 "
8283,Point,playground," 19.0631921, 47.5368126 "
8290,Point,playground," 19.0441306, 47.5731924 "
8292,Point,playground," 19.2711232, 47.3978731 "
8299,Point,playground," 19.0520057, 47.5179922 "
8304,Point,playground," 19.3713374, 47.5882699 "
8313,Point,playground," 18.9150225, 47.5647942 "
8318,Point,playground," 19.0218592, 47.4290153 "
8323,Point,garden," 19.0671163, 47.4957868 "
8324,Point,garden," 19.0673816, 47.4953626 "
8326,Point,garden," 19.0670848, 47.4955906 "
8341,Point,playground," 19.173541, 47.4515838 "
8345,Point,playground," 19.1725834, 47.4471999 "
8346,Point,playground," 19.1716938, 47.4479013 "
8348,Point,playground," 19.1741509, 47.4518758 "
8372,Point,playground," 19.1921552, 47.4459636 "
8381,Point,playground," 18.9381889, 47.4190436 "
8382,Point,playground," 19.0587675, 47.5690271 "
8388,Point,dog_park," 19.0807441, 47.4886202 "
8389,Point,sports_centre," 19.1511024, 47.4684166 "
8390,Point,ice_rink," 19.0803513, 47.5150131 "
8396,Point,playground," 19.3413352, 47.5958938 "
8407,Point,playground," 18.9597015, 47.5160503 "
8408,Point,playground," 19.1098772, 47.4674348 "
8413,Point,playground," 19.3561896, 47.5816177 "
8415,Point,playground," 19.0600735, 47.4075814 "
8416,Point,playground," 19.3492397, 47.6069319 "
8419,Point,sports_centre," 19.1072167, 47.5827391 "
8420,Point,playground," 19.097532, 47.580876 "
8421,Point,fitness_station," 19.0706315, 47.5264325 "
8422,Point,playground," 19.1103643, 47.5786219 "
8424,Point,playground," 19.1096831, 47.5789208 "
8474,Point,ice_rink," 19.0556276, 47.4708375 "
8527,Point,playground," 19.0350411, 47.501013 "
8544,Point,playground," 18.900601, 47.4395064 "
8547,Point,playground," 18.9264211, 47.5815245 "
8550,Point,playground," 19.124123, 47.5350427 "
8562,Point,playground," 19.0296129, 47.46601 "
8568,Point,playground," 18.9747593, 47.4620994 "
8583,Point,playground," 18.9294208, 47.4243076 "
8599,Point,playground," 19.2903769, 47.4758906 "
8603,Point,playground," 18.9200538, 47.592311 "
8604,Point,playground," 18.9277291, 47.5915681 "
8607,Point,playground," 19.0875759, 47.5799674 "
8613,Point,playground," 19.0501352, 47.5033133 "
8614,Point,playground," 19.0510954, 47.5034151 "
8622,Point,playground," 18.9903907, 47.4976688 "
8624,Point,garden," 18.9930929, 47.4978124 "
8625,Point,sports_centre," 18.9300294, 47.5239082 "
8688,Point,playground," 19.0185218, 47.4840344 "
8700,Point,garden," 19.1429673, 47.5448195 "
8702,Point,sports_centre," 19.1796164, 47.5093352 "
8706,Point,garden," 19.0448978, 47.5405755 "
8709,Point,garden," 19.0328341, 47.5009383 "
8710,Point,dog_park," 19.0292491, 47.4885921 "
8711,Point,playground," 19.0599828, 47.6025856 "
8712,Point,playground," 19.0602331, 47.5951877 "
8713,Point,playground," 19.0591406, 47.5976139 "
8714,Point,playground," 19.0611296, 47.5974143 "
8716,Point,playground," 18.9927155, 47.499826 "
8717,Point,dog_park," 19.3561319, 47.5940751 "
8719,Point,playground," 19.0076007, 47.5044431 "
8720,Point,playground," 19.2073466, 47.4296495 "
8765,Point,playground," 19.0916382, 47.5563612 "
8840,Point,playground," 19.0676634, 47.3263197 "
8852,Point,playground," 19.0034683, 47.4948053 "
8891,Point,playground," 19.010229, 47.485998 "
8914,Point,playground," 18.9896451, 47.4910703 "
8922,Point,playground," 18.9926357, 47.4878404 "
8924,Point,garden," 19.0376394, 47.4977182 "
8980,Point,playground," 19.015703, 47.5285732 "
9000,Point,playground," 18.9659326, 47.5010823 "
9001,Point,playground," 18.9705663, 47.501353 "
9006,Point,playground," 18.9666676, 47.5079536 "
9014,Point,playground," 18.9455467, 47.4604261 "
9015,Point,playground," 19.1489728, 47.5082295 "
9016,Point,playground," 19.1500923, 47.5091664 "
9017,Point,dog_park," 19.0851127, 47.4883515 "
9019,Point,dog_park," 19.0856024, 47.4891645 "
9021,Point,dog_park," 19.0837391, 47.4822318 "
9022,Point,dog_park," 19.0839923, 47.4823886 "
9023,Point,dog_park," 19.0945166, 47.4853894 "
9024,Point,dog_park," 19.0947072, 47.4797922 "
9029,Point,fitness_station," 19.0613978, 47.5335887 "
9030,Point,playground," 19.1047334, 47.578948 "
9031,Point,playground," 19.1002775, 47.5808337 "
9032,Point,playground," 19.0980913, 47.5618188 "
9033,Point,playground," 19.0970856, 47.5606273 "
9034,Point,playground," 19.097416, 47.5683886 "
9037,Point,playground," 19.0174229, 47.4903262 "
9038,Point,playground," 19.0212543, 47.4896713 "
9041,Point,playground," 19.1510562, 47.4701572 "
9042,Point,playground," 19.2485565, 47.4902016 "
9043,Point,playground," 19.262448, 47.4946717 "
9051,Point,ice_rink," 19.0973093, 47.432415 "
9052,Point,sports_centre," 19.0963251, 47.4323661 "
9054,Point,playground," 19.0918458, 47.4317969 "
9055,Point,playground," 19.0928746, 47.4308627 "
9056,Point,playground," 19.0958716, 47.4306263 "
9063,Point,playground," 19.2202725, 47.4811123 "
9068,Point,sports_centre," 18.9314664, 47.4592177 "
9069,Point,playground," 19.1418889, 47.5069397 "
9072,Point,playground," 19.031745, 47.4605766 "
9085,Point,playground," 19.0353969, 47.5314307 "
9088,Point,sports_centre," 19.0310264, 47.5328997 "
9090,Point,playground," 19.2509217, 47.4800642 "
9092,Point,playground," 19.367882, 47.611424 "
9101,Point,playground," 19.1048706, 47.4761252 "
9109,Point,dog_park," 19.1218399, 47.4687523 "
9117,Point,playground," 19.0659612, 47.581047 "
9120,Point,playground," 19.1168483, 47.4698317 "
9122,Point,dog_park," 19.1177768, 47.4682454 "
9125,Point,playground," 19.0789706, 47.4835233 "
9126,Point,playground," 19.1133359, 47.4816363 "
9132,Point,sports_centre," 19.1517522, 47.4599971 "
9138,Point,sports_centre," 19.3517576, 47.5961657 "
9139,Point,playground," 19.1071234, 47.4825826 "
9141,Point,playground," 19.1156713, 47.4720406 "
9142,Point,playground," 19.1163508, 47.4719183 "
9144,Point,playground," 19.1154094, 47.4725822 "
9147,Point,playground," 19.1201967, 47.4696665 "
9153,Point,water_park," 19.0679842, 47.5947064 "
9155,Point,playground," 19.0156281, 47.4926337 "
9157,Point,dog_park," 19.1123234, 47.4643373 "
9173,Point,playground," 18.960171, 47.5610677 "
9179,Point,dog_park," 19.1177371, 47.4724461 "
9182,Point,playground," 18.955402, 47.5586575 "
9218,Point,sports_centre," 19.1211648, 47.562127 "
9221,Point,playground," 19.0267681, 47.5507418 "
9230,Point,garden," 19.0450608, 47.5409188 "
9231,Point,fitness_station," 19.0463873, 47.5428728 "
9244,Point,sports_centre," 19.0536963, 47.3523689 "
9246,Point,sports_centre," 19.1418046, 47.6293478 "
9247,Point,playground," 19.0599827, 47.5329276 "
9253,Point,garden," 19.0344697, 47.5009773 "
9281,Point,sports_centre," 19.3382059, 47.5918679 "
9285,Point,sports_centre," 19.3941788, 47.4207985 "
9288,Point,playground," 19.2988887, 47.4651678 "
9289,Point,playground," 19.2060691, 47.4144132 "
9291,Point,playground," 19.3298505, 47.5026704 "
9292,Point,playground," 19.1197237, 47.5949851 "
9294,Point,playground," 19.0896609, 47.5529541 "
9307,Point,dog_park," 19.116871, 47.4888241 "
9309,Point,playground," 19.1188556, 47.4900821 "
9310,Point,garden," 19.0339234, 47.5032191 "
9312,Point,sports_centre," 19.1448382, 47.6273389 "
9318,Point,fitness_station," 19.0603428, 47.4778094 "
9321,Point,dog_park," 19.0985501, 47.5720288 "
9325,Point,playground," 18.9261058, 47.5175153 "
9326,Point,playground," 18.9338653, 47.5150596 "
9329,Point,playground," 19.1252688, 47.5771031 "
9344,Point,playground," 19.1441663, 47.6406278 "
9348,Point,playground," 19.1023626, 47.5566489 "
9349,Point,playground," 19.0568003, 47.4872665 "
9351,Point,playground," 19.0377886, 47.4467694 "
9352,Point,dog_park," 19.042875, 47.4717303 "
9354,Point,playground," 19.035126, 47.4461724 "
9360,Point,playground," 19.0404833, 47.5515042 "
9364,Point,playground," 19.0380788, 47.5488263 "
9365,Point,playground," 19.037641, 47.549002 "
9367,Point,playground," 19.0107142, 47.474316 "
9368,Point,garden," 18.9169554, 47.4779243 "
9369,Point,sports_centre," 19.0969405, 47.5614141 "
9374,Point,garden," 19.0285448, 47.5129936 "
9381,Point,garden," 19.2558126, 47.4598515 "
9382,Point,garden," 19.2575438, 47.4586325 "
9387,Point,playground," 19.028109, 47.4661453 "
9388,Point,dog_park," 18.9937649, 47.4710699 "
9391,Point,playground," 19.1358649, 47.4909193 "
9392,Point,garden," 19.1719338, 47.5164847 "
9393,Point,playground," 18.9009044, 47.3778719 "
9394,Point,playground," 19.1388798, 47.6258666 "
9400,Point,playground," 19.1267093, 47.6397073 "
9401,Point,playground," 19.1634823, 47.6274447 "
9404,Point,sports_centre," 19.2197016, 47.5466464 "
9405,Point,dog_park," 19.0976807, 47.5229573 "
9410,Point,dog_park," 19.259942, 47.451981 "
9412,Point,playground," 19.1393468, 47.4752751 "
9417,Point,garden," 19.0595053, 47.4842605 "
9418,Point,playground," 19.395387, 47.4219468 "
9420,Point,garden," 18.9269925, 47.4594298 "
9421,Point,garden," 18.9305731, 47.453401 "
9423,Point,garden," 18.9234759, 47.4373502 "
9424,Point,garden," 18.9354296, 47.4547805 "
9430,Point,playground," 19.1530941, 47.6369086 "
9432,Point,dog_park," 19.0507784, 47.4703265 "
9444,Point,playground," 18.9645746, 47.3223838 "
9447,Point,garden," 19.0228157, 47.6087225 "
9448,Point,garden," 19.0227294, 47.609046 "
9449,Point,garden," 19.0228732, 47.6090523 "
9455,Point,garden," 19.0564506, 47.6305658 "
9457,Point,garden," 19.0571888, 47.6296463 "
9458,Point,playground," 19.0338117, 47.6200391 "
9459,Point,garden," 19.0338894, 47.6164744 "
9460,Point,garden," 19.0344134, 47.6167434 "
9462,Point,playground," 18.9339943, 47.3336679 "
9467,Point,playground," 18.9437195, 47.331085 "
9470,Point,playground," 19.2206694, 47.5120956 "
9472,Point,garden," 18.9147842, 47.4283065 "
9473,Point,playground," 19.0317111, 47.5418855 "
9484,Point,garden," 19.3070432, 47.4426155 "
9485,Point,garden," 19.3067318, 47.4426919 "
9486,Point,garden," 19.3064297, 47.4427685 "
9487,Point,garden," 19.3061042, 47.4428501 "
9488,Point,garden," 19.3054926, 47.4431866 "
9489,Point,garden," 19.306156, 47.4436638 "
9490,Point,garden," 19.3064665, 47.4435911 "
9491,Point,garden," 19.3078722, 47.4436138 "
9492,Point,garden," 19.3084538, 47.4426587 "
9493,Point,garden," 19.308149, 47.4427327 "
9494,Point,garden," 19.3078347, 47.4428105 "
9495,Point,garden," 19.3075186, 47.4428851 "
9496,Point,garden," 19.3072137, 47.4429623 "
9497,Point,garden," 19.3079694, 47.4423943 "
9498,Point,garden," 19.307656, 47.4424645 "
9499,Point,garden," 19.3073484, 47.4425373 "
9500,Point,garden," 19.3082911, 47.4423311 "
9503,Point,garden," 19.2562618, 47.5030531 "
9504,Point,nature_reserve," 18.9256003, 47.4040076 "
9507,Point,garden," 19.0339589, 47.5291894 "
9508,Point,garden," 19.0337896, 47.5288869 "
9509,Point,dog_park," 19.0699995, 47.4799916 "
9514,Point,playground," 19.041163, 47.5450494 "
9515,Point,playground," 19.0415349, 47.5450898 "
9518,Point,playground," 19.0410224, 47.547567 "
9520,Point,garden," 19.0398375, 47.548858 "
9531,Point,playground," 19.203158, 47.48529 "
9533,Point,fitness_centre," 19.2036588, 47.4847631 "
9538,Point,garden," 19.0385965, 47.4964985 "
9539,Point,garden," 19.0387159, 47.4965726 "
9540,Point,garden," 19.0388257, 47.4963168 "
9541,Point,garden," 19.0389573, 47.4963951 "
9542,Point,garden," 19.0387382, 47.4971853 "
9543,Point,garden," 19.0388838, 47.4970664 "
9544,Point,garden," 19.0402641, 47.4963248 "
9545,Point,garden," 19.039966, 47.4965454 "
9546,Point,garden," 19.0458628, 47.5412221 "
9547,Point,playground," 19.0515477, 47.5688515 "
9549,Point,playground," 19.0628599, 47.4135156 "
9553,Point,sports_centre," 19.0426729, 47.5309324 "
9565,Point,playground," 19.1880547, 47.4524331 "
9566,Point,sports_centre," 19.0577897, 47.4724518 "
9596,Point,garden," 19.0457798, 47.5417227 "
9597,Point,playground," 18.9769469, 47.5274674 "
9598,Point,garden," 19.0406444, 47.4984428 "
9599,Point,garden," 19.0404306, 47.498262 "
9600,Point,garden," 19.0403517, 47.4984557 "
9601,Point,garden," 19.0404778, 47.4983731 "
9603,Point,playground," 19.0173553, 47.4073404 "
9604,Point,garden," 19.0169298, 47.4090441 "
9605,Point,garden," 19.0166338, 47.4089218 "
9608,Point,garden," 19.0128188, 47.4065196 "
9609,Point,garden," 19.012386, 47.4074543 "
9612,Point,playground," 19.0509974, 47.6304773 "
9617,Point,dog_park," 19.0462943, 47.5435569 "
9619,Point,playground," 19.0270452, 47.5586441 "
9627,Point,sports_centre," 19.1133648, 47.4144325 "
9628,Point,sports_centre," 19.1141157, 47.41508 "
9632,Point,playground," 19.2189409, 47.3835814 "
9634,Point,sports_centre," 19.1833693, 47.4441487 "
9635,Point,playground," 19.2061066, 47.3756933 "
9644,Point,sports_centre," 19.1671401, 47.4668269 "
9651,Point,sports_centre," 19.0753657, 47.4987337 "
9652,Point,fitness_station," 19.0639827, 47.4997181 "
9659,Point,playground," 19.0796566, 47.5204443 "
9660,Point,playground," 19.0703536, 47.4795533 "
9668,Point,ice_rink," 19.1163217, 47.4613094 "
9675,Point,garden," 18.9448779, 47.5557402 "
9678,Point,playground," 19.0884286, 47.4810791 "
9690,Point,fitness_station," 19.029409, 47.4891234 "
9694,Point,sports_centre," 19.193631, 47.4095455 "
9699,Point,playground," 18.9938089, 47.4836665 "
9709,Point,garden," 19.0761884, 47.5174961 "
9714,Point,sports_centre," 18.9303678, 47.5235292 "
9718,Point,sports_centre," 19.0193194, 47.5062464 "
9719,Point,playground," 19.0169913, 47.5074671 "
9723,Point,playground," 19.0706319, 47.5275016 "
9724,Point,sports_centre," 19.1546782, 47.4314899 "
9725,Point,playground," 19.3365428, 47.4985306 "
9730,Point,dog_park," 19.0754841, 47.4892277 "
9734,Point,dog_park," 18.9893674, 47.486713 "
9735,Point,playground," 19.0436671, 47.5423569 "
9736,Point,playground," 18.8946238, 47.5844424 "
9738,Point,playground," 19.1497246, 47.5400044 "
9739,Point,garden," 19.1904429, 47.5658038 "
9743,Point,garden," 19.3711246, 47.4701444 "
9763,Point,garden," 19.1508327, 47.4681387 "
9769,Point,sports_centre," 19.1348754, 47.5504957 "
9772,Point,sports_centre," 19.0371332, 47.5199854 "
9776,Point,playground," 19.2586198, 47.5378542 "
9779,Point,playground," 19.0193832, 47.478545 "
9780,Point,playground," 19.1470489, 47.5028318 "
9787,Point,playground," 19.0017248, 47.4711051 "
9789,Point,playground," 19.1249268, 47.5726236 "
9791,Point,sports_centre," 18.9130597, 47.3206122 "
9792,Point,playground," 19.1953647, 47.5417213 "
9808,Point,dog_park," 19.0042963, 47.4644818 "
9814,Point,playground," 19.0148113, 47.4645767 "
9815,Point,dog_park," 19.0053021, 47.4949962 "
9816,Point,dog_park," 19.0377769, 47.4581298 "
9818,Point,dog_park," 19.0457865, 47.5942917 "
9819,Point,dog_park," 19.0433221, 47.5623309 "
9820,Point,dog_park," 19.0648554, 47.6040752 "
9821,Point,dog_park," 19.1125695, 47.58215 "
9822,Point,dog_park," 19.0510134, 47.5095315 "
9823,Point,dog_park," 19.0298121, 47.4475357 "
9824,Point,dog_park," 19.0316742, 47.4446367 "
9825,Point,dog_park," 19.0795276, 47.5449929 "
9826,Point,dog_park," 19.0801876, 47.546391 "
9827,Point,dog_park," 19.0807158, 47.5475455 "
9828,Point,dog_park," 19.0811644, 47.5485297 "
9829,Point,dog_park," 19.0830286, 47.5515595 "
9830,Point,dog_park," 19.0726359, 47.5263327 "
9831,Point,dog_park," 19.1395049, 47.4409285 "
9832,Point,dog_park," 19.1399263, 47.4412089 "
9837,Point,sports_centre," 19.2556639, 47.5340284 "
9839,Point,playground," 18.9937742, 47.4685489 "
9840,Point,fitness_centre," 19.255867, 47.49228 "
9844,Point,garden," 19.3104934, 47.6368411 "
9847,Point,playground," 18.996395, 47.3983516 "
9850,Point,playground," 18.9941545, 47.3978538 "
9852,Point,garden," 19.3496136, 47.4784049 "
9865,Point,playground," 19.3438542, 47.4408289 "
9876,Point,playground," 19.0344587, 47.4630383 "
9882,Point,playground," 19.0442602, 47.4640195 "
9883,Point,playground," 19.040722, 47.4616968 "
9887,Point,playground," 19.0417267, 47.5317483 "
9895,Point,dog_park," 19.0327618, 47.4515784 "
9897,Point,playground," 19.1280868, 47.5439916 "
9903,Point,playground," 18.9303636, 47.5265962 "
9904,Point,playground," 19.0151179, 47.6144479 "
9905,Point,playground," 18.9579331, 47.4644567 "
9928,Point,playground," 19.3631748, 47.4418639 "
9931,Point,playground," 19.0504705, 47.4843449 "
9937,Point,playground," 18.9775523, 47.4336037 "
9938,Point,playground," 19.0382161, 47.4416099 "
9946,Point,sports_centre," 19.3365431, 47.4983233 "
9947,Point,sports_centre," 19.3380861, 47.4931701 "
9953,Point,fitness_station," 19.1180012, 47.469693 "
9967,Point,playground," 19.0925723, 47.5383972 "
9973,Point,dog_park," 19.042305, 47.4408131 "
9974,Point,playground," 19.1251484, 47.5424273 "
9982,Point,playground," 19.0307805, 47.5455131 "
9983,Point,fitness_station," 19.0306202, 47.5461717 "
10003,Point,playground," 19.0206332, 47.4506823 "
10007,Point,playground," 19.0258768, 47.4516054 "
10009,Point,playground," 19.2181379, 47.5605614 "
10012,Point,dog_park," 18.9442497, 47.4578445 "
10013,Point,dog_park," 19.0667262, 47.478563 "
10014,Point,playground," 19.0425957, 47.4854224 "
10015,Point,playground," 19.0426065, 47.4854739 "
10016,Point,playground," 19.0426754, 47.4855936 "
10017,Point,playground," 19.042637, 47.4854648 "
10025,Point,playground," 19.0254867, 47.5281291 "
10040,Point,sports_centre," 19.0551668, 47.4713604 "
10050,Point,playground," 19.3937343, 47.4211304 "
10052,Point,playground," 19.0155574, 47.4595393 "
10054,Point,playground," 19.0184323, 47.4615597 "
10055,Point,playground," 19.0183425, 47.4618875 "
10057,Point,playground," 19.0184965, 47.4595839 "
10063,Point,playground," 19.0179239, 47.4586657 "
10066,Point,playground," 19.0277728, 47.4667302 "
10067,Point,playground," 19.027644, 47.4665256 "
10069,Point,dog_park," 19.03155, 47.4545322 "
10070,Point,playground," 19.0311179, 47.4545182 "
10072,Point,playground," 19.0328274, 47.4558955 "
10082,Point,playground," 19.0358137, 47.441838 "
10083,Point,dog_park," 19.0364683, 47.4425486 "
10085,Point,playground," 19.0356802, 47.4457011 "
10090,Point,water_park," 19.0378682, 47.5106611 "
10132,Point,playground," 18.98568, 47.4459732 "
10134,Point,playground," 19.0266115, 47.4443483 "
10137,Point,sports_centre," 18.8712696, 47.3775224 "
10152,Point,playground," 19.040711, 47.4430559 "
10157,Point,playground," 19.0824375, 47.5304737 "
10160,Point,sports_centre," 19.1273459, 47.5208448 "
10163,Point,sports_centre," 19.1332846, 47.5196025 "
10164,Point,playground," 18.9940718, 47.4718747 "
10165,Point,playground," 18.9943403, 47.472254 "
10170,Point,playground," 19.1276551, 47.5224062 "
10172,Point,playground," 18.8692845, 47.4127065 "
10177,Point,playground," 19.0552282, 47.5861632 "
10179,Point,garden," 19.3856434, 47.592393 "
10180,Point,garden," 19.385352, 47.592112 "
10186,Point,playground," 19.1447263, 47.4794616 "
10187,Point,playground," 19.144633, 47.4804315 "
10189,Point,dog_park," 19.144306, 47.486073 "
10190,Point,playground," 19.1358635, 47.4870098 "
10192,Point,playground," 19.1375658, 47.4894892 "
10206,Point,garden," 18.9864865, 47.5270514 "
10210,Point,garden," 19.0037273, 47.5667145 "
10218,Point,playground," 18.9804999, 47.3633536 "
10221,Point,playground," 18.9855296, 47.366252 "
10227,Point,sports_centre," 18.9931833, 47.3532746 "
10228,Point,playground," 18.9939319, 47.3541894 "
10229,Point,nature_reserve," 19.2870715, 47.4887272 "
10230,Point,playground," 19.0279662, 47.4707365 "
10236,Point,playground," 18.9510392, 47.4080287 "
10275,Point,playground," 19.1376153, 47.5433953 "
10289,Point,playground," 19.0163783, 47.4612864 "
10293,Point,fitness_station," 19.0422493, 47.4767714 "
10297,Point,playground," 19.0526368, 47.4978486 "
10366,Point,sports_centre," 19.0611346, 47.5410561 "
10368,Point,sports_centre," 19.0925035, 47.5228746 "
10375,Point,playground," 19.0278571, 47.5171109 "
10376,Point,playground," 18.9269678, 47.4085326 "
10409,Point,fitness_station," 19.0359426, 47.4529244 "
10421,Point,garden," 18.9423687, 47.5676172 "
10454,Point,fitness_station," 19.0624294, 47.6156867 "
10462,Point,dog_park," 19.0627388, 47.5118964 "
10463,Point,dog_park," 19.064731, 47.5130956 "
10464,Point,playground," 19.2682932, 47.6046662 "
10466,Point,garden," 18.9337825, 47.5236587 "
10469,Point,fitness_centre," 19.2319593, 47.4756937 "
10479,Point,garden," 19.0495362, 47.5277241 "
10484,Point,playground," 19.002032, 47.5122079 "
10500,Point,playground," 19.1085503, 47.5426717 "
10501,Point,playground," 19.1173237, 47.5328031 "
10512,Point,playground," 19.2352213, 47.3852707 "
10520,Point,playground," 18.9379531, 47.325017 "
10544,Point,playground," 18.9990063, 47.4116896 "
10550,Point,playground," 18.959997, 47.46552 "
10614,Point,garden," 19.1469993, 47.4628356 "
10615,Point,playground," 19.0153789, 47.4588348 "
10616,Point,garden," 19.0130373, 47.4614108 "
10617,Point,playground," 19.1470186, 47.4631675 "
10628,Point,playground," 19.1007216, 47.4414122 "
10631,Point,playground," 19.0996967, 47.4426705 "
10632,Point,playground," 19.1031226, 47.4402959 "
10633,Point,playground," 19.0978108, 47.4406841 "
10635,Point,playground," 19.1058678, 47.5262481 "
10637,Point,nature_reserve," 18.9828095, 47.496183 "
10638,Point,nature_reserve," 18.9770288, 47.5116887 "
10640,Point,sports_centre," 19.0024897, 47.4152098 "
10641,Point,nature_reserve," 18.9549527, 47.5455929 "
10642,Point,nature_reserve," 19.016373, 47.5197171 "
10644,Point,nature_reserve," 18.9877462, 47.5325739 "
10645,Point,nature_reserve," 19.0397948, 47.5756529 "
10646,Point,nature_reserve," 19.0351072, 47.5926184 "
10672,Point,nature_reserve," 18.9955806, 47.5052693 "
10697,Point,playground," 19.1104962, 47.5280695 "
10701,Point,nature_reserve," 18.9886817, 47.4941346 "
10706,Point,playground," 18.975726, 47.4406316 "
10707,Point,playground," 18.9757454, 47.440416 "
10711,Point,sports_centre," 19.3501691, 47.6004676 "
10712,Point,dog_park," 19.0103319, 47.4659631 "
10736,Point,ice_rink," 18.9379448, 47.4529658 "
10739,Point,playground," 19.2200189, 47.4704859 "
10741,Point,garden," 19.239559, 47.4540157 "
10743,Point,fitness_station," 19.2304594, 47.4732561 "
10759,Point,playground," 19.3855683, 47.4385673 "
10760,Point,fitness_centre," 19.373499, 47.4435791 "
10761,Point,playground," 19.3932532, 47.4286273 "
10762,Point,fitness_centre," 19.386164, 47.4266391 "
10780,Point,playground," 19.038046, 47.4575518 "
10787,Point,garden," 19.0863165, 47.5274068 "
10788,Point,garden," 19.086623, 47.5277501 "
10793,Point,playground," 19.1941566, 47.6218513 "
10800,Point,playground," 19.1585342, 47.4754049 "
