,price_per_sqm,apartment,house,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,view_panoramic,view_street,balcony,lift,air_conditioner,utility_double_comfort,heating_gas,heating_wall_heating,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,condition_of_property_renovated,longitude,latitude,data_index,cluster
9346,19.99594667,1,0,1.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.066608,47.513428000000005,9346,1
9347,10.8,1,0,3.0,3.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.020770000000002,47.501495,9347,4
9354,22.05432941,1,0,4.0,3.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.002226,47.53402,9354,1
9361,8.571428571,1,0,2.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.038320000000002,47.486999999999995,9361,7
9372,12.52173913,1,0,1.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.08164,47.48577,9372,5
9376,11.49191111,1,0,2.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07534,47.48007,9376,4
9377,8.888888889,1,0,2.0,7.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.026463,47.51267,9377,3
9380,8.655737705,1,0,1.0,2.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.030268,47.526340000000005,9380,7
9396,11.47826087,1,0,1.0,4.0,1.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06344,47.53846,9396,5
9400,10.05714286,1,0,1.0,2.0,2.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.124615,47.52078,9400,4
9402,13.15068493,1,0,3.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.115289999999998,47.515526,9402,5
9403,14.43137255,1,0,2.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.064444,47.547092,9403,5
9404,11.39726027,1,0,3.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.11015,47.521840000000005,9404,4
9406,9.558441558,1,0,3.0,3.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.093243,47.559742,9406,0
9407,9.6,1,0,4.0,4.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.093243,47.559742,9407,0
9422,7.736263736000001,1,0,2.0,4.0,1.0,0.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.051579999999998,47.516090000000005,9422,0
9424,12.65116279,1,0,2.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.090410000000002,47.48453,9424,5
9428,12.58426966,1,0,4.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.00991,47.4672,9428,5
9431,14.22222222,1,0,2.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.05943,47.49155,9431,8
9433,12.62769231,1,0,4.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.052570000000003,47.51011,9433,5
9438,10.66666667,1,0,1.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.071665,47.477585,9438,4
9440,18.66666667,1,0,2.0,2.0,0.0,1.0,0,1,1.0,0.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.0544,47.49129,9440,1
9452,17.56862745,1,0,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.0544,47.49129,9452,1
9454,15.69811321,1,0,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.05684,47.49051,9454,8
9455,13.86666667,1,0,1.0,3.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,1,19.073439999999998,47.49924,9455,5
9459,10.07407407,1,0,2.0,2.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.03943,47.4423,9459,4
9460,12.415999999999999,1,0,5.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.05305,47.51507,9460,5
9462,13.86666667,1,0,1.0,6.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06946,47.477978,9462,5
9466,19.3926,1,0,3.0,0.5,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.037403,47.528786,9466,1
9469,14.22222222,1,0,1.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,1,18.989893,47.494009999999996,9469,8
9471,9.442622951,1,0,2.0,4.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.07368,47.48252,9471,0
9475,13.962672,1,0,4.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05913,47.50219,9475,5
9488,11.76470588,1,0,2.0,1.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.01892,47.55185,9488,4
9499,20.34285714,1,0,2.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.03325,47.49581,9499,1
9501,10.52631579,1,0,3.0,1.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.05914,47.50132,9501,4
9503,16.68180645,1,0,3.0,8.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.07637,47.48641,9503,6
9512,11.87498667,1,0,4.0,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,18.994367999999998,47.50827,9512,4
9522,9.6,1,0,2.0,2.0,1.0,0.0,1,0,1.0,0.0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,0,18.99108,47.508829999999996,9522,7
9532,8.85106383,1,0,3.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.036228,47.511715,9532,7
9543,9.756097561,1,0,2.0,3.0,1.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.06212,47.48993,9543,0
9545,8.0,1,0,2.0,2.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.026384,47.526764,9545,7
9550,10.66666667,1,0,2.0,2.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.007088,47.50465,9550,4
9559,23.1676928,1,0,3.0,2.0,0.0,1.0,0,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.99837,47.4475,9559,2
9568,10.45751634,1,0,5.0,4.0,1.0,0.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.056578,47.507884999999995,9568,0
9581,13.26666667,1,0,2.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,0,19.070967,47.513374,9581,5
9588,14.22124,1,0,5.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.06766,47.50808,9588,5
9590,11.376992,1,0,2.0,3.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.039164000000003,47.503536,9590,4
9605,11.42857143,1,0,3.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.074785000000002,47.47391,9605,4
9615,12.64110222,1,0,3.0,1.0,0.0,0.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.003485,47.521687,9615,4
9618,12.64110222,1,0,3.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.995376999999998,47.527733000000005,9618,4
9619,11.28296727,1,0,3.0,2.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.02794,47.517803,9619,4
9626,13.33333333,1,0,1.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.06749,47.431309999999996,9626,8
9628,18.28571429,1,0,4.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05914,47.50132,9628,1
9632,14.168,1,0,4.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.066448,47.507633,9632,8
9638,15.64835165,1,0,4.0,3.0,1.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.014317000000002,47.515575,9638,8
9659,12.16790588,1,0,2.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.050583,47.50443,9659,5
9662,6.918918918999999,1,0,3.0,1.0,0.0,0.0,0,0,1.0,1.0,1.0,1,0,0,0,1.0,0.0,0.0,0.0,0,19.02676,47.490990000000004,9662,7
9663,13.33333333,1,0,1.0,7.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.077070000000003,47.47401,9663,5
9665,11.94029851,1,0,2.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.016165,47.483585,9665,4
9670,12.22321455,1,0,3.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,18.998207,47.52088,9670,4
9676,9.531914894,1,0,2.0,3.0,0.0,1.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.07054,47.50512,9676,0
9678,10.83076923,1,0,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.06182,47.496759999999995,9678,5
9681,10.5220339,1,0,3.0,3.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.057029999999997,47.50508,9681,0
9695,14.0,1,0,1.0,5.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.03916,47.50201,9695,5
9701,9.402472727000001,1,0,5.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.958801,47.533295,9701,7
9703,19.072,1,0,2.0,6.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.065720000000002,47.54748,9703,6
9704,19.072,1,0,2.0,6.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,9704,6
9712,12.64516129,1,0,2.0,3.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.032293,47.547847999999995,9712,5
9714,9.165048544,1,0,3.0,2.0,1.0,0.0,0,1,1.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.03997,47.53536,9714,7
9716,9.275362319,1,0,4.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05761,47.517309999999995,9716,7
9718,13.09090909,1,0,5.0,0.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.99299,47.5321,9718,4
9730,11.08148571,1,0,4.0,2.0,1.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.011501000000003,47.511074,9730,4
9739,13.06122449,1,0,2.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.086554,47.478863,9739,5
9757,12.0,1,0,1.0,1.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.205427,47.529087,9757,4
9758,8.857142857000001,1,0,2.0,10.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.16791,47.437470000000005,9758,3
9760,16.92445091,1,0,4.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.992493,47.519894,9760,8
9770,11.264000000000001,1,0,4.0,2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.998783,47.490894,9770,4
9771,11.01308148,1,0,5.0,2.0,0.0,0.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.98014,47.50147,9771,4
9783,11.40741176,1,0,4.0,0.5,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,18.965557,47.52492,9783,4
9786,15.38461538,1,0,2.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.06658,47.54851,9786,6
9794,11.2,1,0,1.0,3.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.0554,47.516273,9794,4
9798,17.4792,1,0,4.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,18.98565,47.50445,9798,1
9799,13.70190769,1,0,4.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.001143,47.50873,9799,8
9804,12.51135484,1,0,4.0,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,18.999063,47.5301,9804,4
9805,14.62068966,1,0,2.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.05913,47.50091,9805,8
9809,18.616896,1,0,4.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.98924,47.522682,9809,1
9810,9.6,1,0,1.0,0.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.205492,47.528220000000005,9810,7
9813,12.40816327,1,0,1.0,0.0,1.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.058195,47.505077,9813,4
9814,18.46914286,1,0,3.0,2.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.074676999999998,47.512787,9814,1
9823,13.74814815,1,0,4.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.06265,47.50758,9823,5
9827,13.0,1,0,1.0,7.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.036901,47.522427,9827,5
9828,18.46914286,1,0,4.0,4.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.0208,47.49172,9828,1
9829,13.20347234,1,0,2.0,4.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.06966,47.47468,9829,5
9830,11.56363636,1,0,2.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.025928,47.51983,9830,4
9831,13.0770023,1,0,3.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.062179999999998,47.505179999999996,9831,4
9835,15.76033524,1,0,4.0,3.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.028392999999998,47.52432,9835,8
9840,15.24890256,1,0,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05913,47.50219,9840,8
9841,15.24705882,1,0,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.073809,47.50828,9841,8
9842,9.795918367,1,0,1.0,10.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.058989999999998,47.532883,9842,3
9843,9.0,1,0,1.0,5.0,2.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.074965,47.546345,9843,0
9850,12.9284,1,0,3.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.062179999999998,47.505179999999996,9850,4
9851,8.96,1,0,3.0,2.0,0.0,1.0,0,1,1.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.06879,47.511494,9851,7
9856,23.94148148,1,0,3.0,0.0,2.0,1.0,0,0,1.0,1.0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,0,19.031277,47.528296999999995,9856,2
9860,9.386666667,1,0,2.0,5.0,1.0,0.0,0,1,1.0,1.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.057398000000003,47.517223,9860,0
9862,5.60232,1,0,4.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,18.98271,47.52417,9862,7
9870,11.29411765,1,0,3.0,4.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.054370000000002,47.520706,9870,5
9876,27.07692308,1,0,2.0,3.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.07679,47.48577,9876,2
9877,17.03506824,1,0,3.0,2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.03847,47.47895,9877,8
9879,13.15003429,1,0,3.0,6.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.061478,47.531315,9879,5
9883,11.38983051,1,0,1.0,2.0,2.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.088266,47.53337,9883,4
9884,8.784313725,1,0,1.0,8.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.059952,47.522040000000004,9884,3
9885,11.162790699999999,1,0,3.0,7.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.039341,47.507877,9885,3
9893,19.04761905,1,0,2.0,5.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.051579999999998,47.516090000000005,9893,6
9895,9.6,1,0,2.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.05684,47.49757,9895,4
9899,11.85185185,1,0,3.0,7.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.08775,47.50297,9899,3
9900,6.948571428999999,1,0,3.0,0.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.98421,47.490947999999996,9900,7
9901,10.22222222,1,0,3.0,4.0,0.0,1.0,1,0,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.057398000000003,47.517223,9901,0
9906,16.57487179,1,0,5.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.050413,47.518974,9906,8
9909,11.48717949,1,0,2.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07534,47.48007,9909,4
9916,9.6,1,0,2.0,1.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.065592000000002,47.485424,9916,7
9920,15.01364301,1,0,3.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.050098000000002,47.51121,9920,8
9921,14.8,1,0,2.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05913,47.50219,9921,5
9929,10.18181818,1,0,2.0,4.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.080957,47.505688,9929,0
9938,13.51111111,1,0,1.0,3.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,1,19.065235,47.495834,9938,5
9939,15.38461538,1,0,2.0,8.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06694,47.547940000000004,9939,6
9941,23.7037037,1,0,3.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,1,19.053127,47.493084,9941,2
9942,14.22978723,1,0,2.0,4.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.069902,47.513729999999995,9942,5
9946,11.47169811,1,0,1.0,5.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.04937,47.50877,9946,5
9949,7.2,1,0,1.0,3.0,1.0,1.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.07893,47.49354,9949,7
9951,7.2,1,0,2.0,1.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.002077,47.499226,9951,7
9958,11.162790699999999,1,0,1.0,3.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.02905,47.51143,9958,4
9962,8.615384615,1,0,1.0,2.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.02477,47.50906,9962,7
9969,12.0,1,0,3.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.02877,47.50182,9969,4
9970,30.96068376,1,0,4.0,8.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.069292,47.549168,9970,2
9972,13.962688,1,0,3.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.039103,47.510124,9972,8
9977,12.22321455,1,0,4.0,0.5,0.0,0.0,0,0,1.0,0.0,0.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.01362,47.52926,9977,4
9980,11.70731707,1,0,4.0,7.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.057370000000002,47.52941,9980,3
9988,20.35968504,1,0,4.0,2.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.066608,47.513428000000005,9988,1
9994,10.21276596,1,0,2.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.080404,47.47286,9994,4
9998,23.08645714,1,0,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.074676999999998,47.512787,9998,2
9999,17.73037714,1,0,3.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.074676999999998,47.512787,9999,6
10000,12.8,1,0,3.0,2.0,1.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.08624,47.531975,10000,4
10002,12.66666667,1,0,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.055365,47.520835999999996,10002,5
10008,10.66666667,1,0,1.0,2.0,0.0,1.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.08472,47.494694,10008,4
10022,16.01206519,1,0,3.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.99093,47.509246999999995,10022,8
10025,9.846153846,1,0,1.0,0.0,2.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.20734,47.52978,10025,7
10028,14.58588718,1,0,2.0,1.0,1.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,1.0,0.0,0.0,0.0,1,19.05765,47.50685,10028,8
10029,19.05237895,1,0,2.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05913,47.50219,10029,6
10030,19.42857143,1,0,3.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.073809,47.50828,10030,1
10041,8.658823529,1,0,4.0,5.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.051895000000002,47.48003,10041,0
10045,20.41326316,1,0,3.0,3.0,0.0,1.0,1,0,1.0,0.0,1.0,1,1,0,0,0.0,0.0,1.0,0.0,1,19.03138,47.50609,10045,1
10050,6.4,1,0,3.0,1.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.04094,47.52961,10050,7
10055,21.33333333,1,0,2.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.051949,47.49561,10055,1
10063,18.46153846,1,0,2.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.06733,47.51175,10063,1
10064,12.698412699999999,1,0,3.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.041752,47.464752000000004,10064,4
10069,11.63636364,1,0,3.0,1.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.06557,47.50927,10069,4
10071,11.81538462,1,0,4.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.003485,47.521687,10071,4
10076,7.272727272999999,1,0,3.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.11818,47.536815999999995,10076,7
10077,11.42857143,1,0,1.0,8.0,2.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.079844,47.529090000000004,10077,3
