,price_per_sqm,apartment,house,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,view_panoramic,view_street,balcony,lift,air_conditioner,utility_double_comfort,heating_gas,heating_wall_heating,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,condition_of_property_renovated,longitude,latitude,data_index,cluster
4779,9.739130435,1,0,3.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.998207,47.52088,4779,4
4780,12.79511753,1,0,2.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.039576,47.481163,4780,4
4785,13.82716578,1,0,5.0,0.0,0.0,0.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.00479,47.52746,4785,8
4789,7.783783784,1,0,2.0,2.0,1.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.05155,47.51768,4789,7
4792,25.85681455,1,0,4.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.02601,47.52276,4792,2
4794,22.48417391,1,0,2.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.065578,47.54785,4794,1
4796,7.563636364,1,0,2.0,5.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.16199,47.47125,4796,0
4797,11.63636364,1,0,1.0,0.0,2.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.0827,47.52462,4797,4
4801,6.901960784,1,0,3.0,1.0,1.0,0.0,0,0,1.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.01141,47.4943,4801,7
4803,7.703703704,1,0,2.0,8.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.135824,47.487198,4803,3
4816,8.186046512,1,0,2.0,1.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.072570000000002,47.50396,4816,7
4824,11.83561644,1,0,3.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.05707,47.48772,4824,5
4825,7.1111111110000005,1,0,3.0,10.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.042555,47.53799,4825,3
4832,15.514079999999998,1,0,2.0,8.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.068192,47.50501,4832,6
4833,12.16790588,1,0,3.0,0.5,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.012999999999998,47.49726,4833,4
4834,10.25724298,1,0,3.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.068192,47.50501,4834,0
4836,29.55062857,1,0,2.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.04879,47.49776,4836,2
4847,13.114754099999999,1,0,2.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.027317,47.496876,4847,5
4854,23.271136,1,0,3.0,4.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.05118,47.49347,4854,2
4855,9.365853658999999,1,0,2.0,2.0,1.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.998207,47.52088,4855,7
4858,3.6571428569999997,1,0,4.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.192133,47.40805,4858,7
4866,13.06122449,1,0,2.0,5.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.059319,47.499159999999996,4866,5
4868,22.29034483,1,0,3.0,3.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.038985999999998,47.48415,4868,1
4871,13.86666667,1,0,1.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.023220000000002,47.50179,4871,8
4881,19.45098039,1,0,3.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05684,47.49051,4881,6
4886,15.36,1,0,2.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,4886,8
4890,10.89361702,1,0,1.0,6.0,1.0,1.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.0714,47.53203,4890,3
4891,9.056603774,1,0,2.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.148897,47.457653,4891,7
4899,11.63636364,1,0,2.0,7.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06544,47.548,4899,3
4900,9.230769231,1,0,2.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07368,47.48252,4900,7
4901,6.08,1,0,3.0,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.99527,47.404920000000004,4901,7
4904,8.150943396,1,0,2.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.04674,47.46218,4904,7
4907,16.74535619,1,0,2.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06766,47.50808,4907,8
4910,11.85185185,1,0,1.0,6.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.108894,47.472084,4910,5
4912,14.93333333,1,0,2.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,18.99846,47.52341,4912,8
4917,5.894736842,1,0,2.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.12964,47.5194,4917,7
4918,12.13793103,1,0,1.0,1.0,0.0,1.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.127365,47.505924,4918,4
4920,12.12594759,1,0,4.0,1.0,0.0,1.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.006678,47.475895,4920,4
4928,11.2,1,0,2.0,1.0,2.0,0.0,0,1,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.05564,47.51715,4928,4
4929,22.48417391,1,0,4.0,3.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.013185999999997,47.519496999999994,4929,1
4931,5.1428571430000005,1,0,4.0,1.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.020770000000002,47.501495,4931,7
4932,11.0,1,0,1.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.036678,47.477115999999995,4932,4
4935,10.41860465,1,0,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.092316,47.48892,4935,4
4937,15.514079999999998,1,0,4.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.990644,47.519184,4937,8
4941,10.10526316,1,0,3.0,0.5,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.0182,47.521187,4941,4
4942,10.10526316,1,0,3.0,1.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.01867,47.52081,4942,4
4946,19.3926,1,0,3.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,1,0,0,0.0,0.0,1.0,0.0,0,19.0513,47.50918,4946,1
4954,7.466666667,1,0,2.0,2.0,1.0,0.0,0,0,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.07343,47.51478,4954,7
4956,12.06650667,1,0,3.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.068192,47.50501,4956,3
4957,14.5,1,0,3.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.067394,47.51875,4957,6
4962,14.479807999999998,1,0,3.0,2.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.058195,47.505077,4962,8
4963,15.32254815,1,0,4.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.066608,47.513428000000005,4963,8
4971,14.61471304,1,0,2.0,2.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.013614999999998,47.55387,4971,8
4984,23.788256,1,0,2.0,4.0,2.0,0.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.054825,47.49175,4984,2
4993,6.579439252,1,0,3.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,0,19.050135,47.51449,4993,7
4995,19.11111111,1,0,2.0,7.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.051579999999998,47.516090000000005,4995,6
4998,9.142857142999999,1,0,2.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.05406,47.49418,4998,0
5000,14.479807999999998,1,0,3.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.0642,47.50293,5000,5
5006,8.282352941000001,1,0,2.0,3.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.0745,47.48191,5006,0
5007,12.8,1,0,1.0,2.0,2.0,0.0,1,0,1.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.027718,47.56443,5007,4
5019,16.33061053,1,0,3.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,5019,8
5022,14.8935168,1,0,4.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.981545999999998,47.52746,5022,8
5024,21.978279999999998,1,0,3.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.06658,47.54851,5024,1
5025,17.23786667,1,0,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.033304,47.509167,5025,6
5033,13.71428571,1,0,2.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.0591,47.521935,5033,8
5034,12.53333333,1,0,3.0,6.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.074785000000002,47.47391,5034,5
5037,17.23786667,1,0,5.0,4.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.05684,47.49051,5037,6
5040,25.8568,1,0,1.0,6.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.050585,47.516914,5040,2
5046,17.82857143,1,0,3.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,1,19.05684,47.49051,5046,1
5048,11.79432982,1,0,4.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.053864,47.497479999999996,5048,4
5052,17.50306462,1,0,3.0,8.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.07538,47.48595,5052,6
5057,17.582624,1,0,3.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.0328,47.50538,5057,8
5060,14.88372093,1,0,2.0,6.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.03916,47.509646999999994,5060,6
5068,14.0,1,0,3.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.98014,47.50147,5068,8
5080,34.47573333,1,0,3.0,5.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.058195,47.505077,5080,2
5085,6.837606837999999,1,0,4.0,2.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.13537,47.52485,5085,7
5086,19.651168,1,0,4.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.04194,47.488409999999995,5086,1
5098,10.15805714,1,0,2.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06557,47.50927,5098,0
5100,8.533333333,1,0,1.0,3.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,1.0,0.0,0.0,0.0,0,19.0567,47.50241,5100,0
5106,11.73333333,1,0,2.0,3.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.033224,47.49747,5106,4
5107,12.35555556,1,0,5.0,9.0,1.0,0.0,1,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.039368,47.529724,5107,3
5109,13.83783784,1,0,4.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.088929999999998,47.50699,5109,8
5111,9.043478261,1,0,1.0,1.0,1.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.054170000000003,47.51678,5111,7
5114,8.0,1,0,3.0,2.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.079102,47.488552,5114,7
5124,7.0,1,0,2.0,3.0,0.0,0.0,0,1,1.0,1.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.080054999999998,47.508564,5124,7
5130,24.16436364,1,0,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.034729000000002,47.504020000000004,5130,2
5134,18.88721805,1,0,4.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.054000000000002,47.48911,5134,1
5135,30.68904918,1,0,2.0,0.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.034729000000002,47.504020000000004,5135,2
5136,6.716049383,1,0,3.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.054170000000003,47.51678,5136,0
5143,8.727272727,1,0,2.0,0.5,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,18.99093,47.509246999999995,5143,7
5146,10.54945055,1,0,2.0,2.0,1.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,1,19.05317,47.5169,5146,4
5149,15.27272727,1,0,2.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.07822,47.47935,5149,8
5151,15.59619048,1,0,3.0,6.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.075373000000003,47.485703,5151,6
5153,24.13301333,1,0,4.0,5.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05999,47.49022,5153,2
5157,15.46666667,1,0,1.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06694,47.547940000000004,5157,8
5163,8.727272727,1,0,2.0,3.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.10995,47.510909999999996,5163,0
5164,10.14634146,1,0,1.0,3.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.085646,47.52845,5164,0
5166,20.68544,1,0,5.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.017626,47.515663,5166,1
5167,12.9284,1,0,4.0,1.0,0.0,0.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,1.0,0.0,0.0,0,19.020615,47.485170000000004,5167,4
5169,7.466666667,1,0,5.0,0.0,0.0,1.0,0,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.978102,47.49924,5169,7
5170,6.895146667000001,1,0,4.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.183222,47.449764,5170,7
5176,6.2040816329999995,1,0,4.0,3.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.13618,47.51631,5176,7
5177,9.097142857,1,0,2.0,2.0,1.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.99746,47.51047,5177,7
5181,10.62610411,1,0,3.0,1.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.0642,47.50293,5181,4
5190,14.93333333,1,0,2.0,1.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.000408,47.50513,5190,8
5191,10.37037037,1,0,3.0,9.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.09212,47.48853,5191,3
5195,24.822528,1,0,4.0,4.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.027914000000003,47.496365000000004,5195,2
5199,4.3636363639999995,1,0,3.0,2.0,0.0,1.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.135189999999998,47.519009999999994,5199,7
5203,18.03962791,1,0,3.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,18.98547,47.514759999999995,5203,1
5205,30.55803636,1,0,3.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.05797,47.50428,5205,2
5211,24.13301333,1,0,2.0,4.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.058195,47.505077,5211,2
5214,17.14285714,1,0,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,5214,6
5217,20.864,1,0,2.0,4.0,1.0,1.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.049063,47.49542,5217,1
5222,16.73846154,1,0,3.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.04727,47.50484,5222,6
5230,10.86792453,1,0,3.0,3.0,1.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.03161,47.49068,5230,4
5231,11.75309091,1,0,1.0,5.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.046429,47.50285,5231,5
5234,10.24,1,0,3.0,0.5,1.0,0.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.023011999999998,47.533485,5234,4
5237,31.028159999999996,1,0,2.0,3.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,1.0,0.0,0.0,0,19.03916,47.509646999999994,5237,2
5243,13.16346182,1,0,4.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.003485,47.521687,5243,8
5249,12.10434783,1,0,3.0,9.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.04317,47.534733,5249,3
5252,19.22687179,1,0,3.0,4.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.062626,47.503605,5252,1
5261,13.25989744,1,0,5.0,5.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05825,47.529213,5261,5
5267,9.066666667,1,0,2.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,1,19.01502,47.516459999999995,5267,7
5271,14.11764706,1,0,2.0,4.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.051886,47.496925,5271,5
5272,11.162790699999999,1,0,4.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.05272,47.5177,5272,5
5274,11.76470588,1,0,3.0,5.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.071098000000003,47.482304,5274,5
5276,13.71428571,1,0,1.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07552,47.49357,5276,8
5277,9.090909091,1,0,3.0,5.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.040688,47.474606,5277,0
5280,12.22321455,1,0,4.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.064457,47.54595,5280,4
5292,8.347826087,1,0,2.0,4.0,0.0,0.0,1,0,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.17223,47.437459999999994,5292,0
5293,8.765217391,1,0,4.0,1.0,1.0,1.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.02647,47.427578000000004,5293,7
5294,11.92284444,1,0,2.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.03161,47.49068,5294,5
5295,10.10497471,1,0,3.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.05797,47.50428,5295,4
5296,8.727272727,1,0,1.0,1.0,1.0,1.0,0,0,1.0,0.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.04049,47.582046999999996,5296,7
5298,14.77531429,1,0,2.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.06766,47.50808,5298,8
5303,11.54098361,1,0,3.0,1.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.129004000000002,47.521164,5303,4
5305,7.272727272999999,1,0,2.0,1.0,1.0,0.0,1,0,1.0,0.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,18.99301,47.52652,5305,7
5326,12.72727273,1,0,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.07439,47.47665,5326,4
5328,18.46914286,1,0,4.0,5.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,1.0,0.0,0.0,1,19.03916,47.50201,5328,6
5331,8.727272727,1,0,2.0,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,1,19.041128,47.474808,5331,7
5332,12.49120773,1,0,5.0,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.023011999999998,47.533485,5332,4
5333,19.60112258,1,0,4.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.034729000000002,47.504020000000004,5333,1
5336,9.795918367,1,0,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.080404,47.47286,5336,0
5340,15.36,1,0,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.039986,47.449905,5340,8
5341,21.54733333,1,0,5.0,4.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.05684,47.49051,5341,1
5351,5.647058824,1,0,2.0,4.0,1.0,0.0,0,1,1.0,0.0,0.0,0,1,0,0,0.0,0.0,0.0,0.0,0,19.07953,47.406403000000005,5351,7
5354,7.428571429,1,0,1.0,8.0,1.0,0.0,1,0,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.03345,47.50789,5354,3
5358,13.02325581,1,0,3.0,1.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.023384,47.517258,5358,4
5359,10.66666667,1,0,4.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.072570000000002,47.50396,5359,0
5360,9.558441558,1,0,1.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.111279999999997,47.52362,5360,0
5377,13.06944,1,0,3.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0,0.0,0.0,0.0,0.0,1,19.056423000000002,47.490555,5377,8
5383,6.857142857,1,0,3.0,0.5,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,19.03847,47.47895,5383,7
5384,22.98382222,1,0,4.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0,0.0,0.0,0.0,0.0,0,19.003529999999998,47.52281,5384,2
5394,12.64112593,1,0,2.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,5394,4
5396,17.05450213,1,0,2.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.075373000000003,47.485703,5396,6
5398,13.15068493,1,0,4.0,4.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,0,19.006678,47.475895,5398,5
5403,7.68,1,0,1.0,3.0,1.0,0.0,1,0,1.0,1.0,0.0,0,0,0,1,0.0,0.0,0.0,0.0,0,19.10374,47.57972,5403,0
5409,10.74716981,1,0,2.0,3.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0,0.0,0.0,0.0,1.0,1,19.053798999999998,47.479755,5409,4
