Unnamed: 0,poi shape,poi type,coordinate,shop_types
1396,Point,tiles,"[18.9524599, 47.4073855]",others
1397,Point,supermarket,"[19.0789366, 47.5700305]",Supermarket
1398,Point,supermarket,"[18.9275696, 47.5982149]",Supermarket
1399,Point,supermarket,"[19.3404423, 47.6083887]",Supermarket
1400,Point,sports,"[19.3386297, 47.4608978]",others
1401,Point,mall,"[19.3394879, 47.6091748]",Mall
1402,Point,supermarket,"[19.0391801, 47.4255026]",Supermarket
1403,Point,supermarket,"[19.1808408, 47.5209041]",Supermarket
1404,Point,convenience,"[19.35434, 47.3910307]","food, beverages"
1405,Point,mall,"[19.1412929, 47.5028638]",Mall
1406,Point,mall,"[19.1409994, 47.5528803]",Mall
1407,Point,supermarket,"[19.0748771, 47.4355447]",Supermarket
1408,Point,supermarket,"[19.1580095, 47.4659964]",Supermarket
1409,Point,convenience,"[19.0384543, 47.5462507]","food, beverages"
1410,Point,trade,"[18.8976211, 47.5723713]",others
1411,Point,greengrocer,"[19.0163231, 47.5230122]","food, beverages"
1412,Point,supermarket,"[19.3741688, 47.586492]",Supermarket
1413,Point,doityourself,"[19.0749455, 47.4670337]",others
1414,Point,supermarket,"[19.0712652, 47.4841744]",Supermarket
1415,Point,trade,"[19.0075123, 47.4285684]",others
1416,Point,trade,"[19.003887, 47.4276601]",others
1417,Point,mall,"[19.0054315, 47.5290516]",Mall
1418,Point,confectionery,"[18.8773624, 47.5760877]","food, beverages"
1419,Point,toys,"[18.8741638, 47.5765477]",others
1420,Point,supermarket,"[19.1470399, 47.4373278]",Supermarket
1421,Point,car,"[19.1437552, 47.4373284]",others
1422,Point,convenience,"[18.8834341, 47.5757749]","food, beverages"
1423,Point,beauty,"[18.8849909, 47.5761937]",Beauty
1424,Point,clothes,"[18.8810626, 47.5761646]","Clothing, shoes, accessories"
1425,Point,garden_centre,"[18.8886178, 47.5758599]",others
1426,Point,supermarket,"[19.1733527, 47.430898]",Supermarket
1427,Point,car_parts,"[19.1582563, 47.4511837]",others
1428,Point,car,"[19.1587638, 47.4508427]",others
1429,Point,hairdresser,"[18.904935, 47.4452594]",Beauty
1430,Point,supermarket,"[19.1075627, 47.4959836]",Supermarket
1431,Point,florist,"[19.034159, 47.423056]",others
1432,Point,paint,"[19.0345799, 47.4137505]",others
1433,Point,car_repair,"[19.0357644, 47.4150224]",others
1434,Point,supermarket,"[19.050268, 47.5799056]",Supermarket
1435,Point,garden_centre,"[19.0515366, 47.5795516]",others
1436,Point,car_repair,"[19.0486791, 47.5798591]",others
1437,Point,supermarket,"[19.1337815, 47.5667259]",Supermarket
1438,Point,convenience,"[19.2329122, 47.4794349]","food, beverages"
1439,Point,convenience,"[19.2361223, 47.4847581]","food, beverages"
1440,Point,convenience,"[19.2352581, 47.484421]","food, beverages"
1441,Point,furniture,"[19.2339127, 47.4821227]",others
1442,Point,hardware,"[19.2431756, 47.4819465]",others
1443,Point,car_parts,"[19.235436, 47.4848821]",others
1444,Point,supermarket,"[19.2437964, 47.4800996]",Supermarket
1445,Point,mall,"[19.0110922, 47.5903859]",Mall
1446,Point,car_repair,"[18.927808, 47.6132321]",others
1447,Point,doityourself,"[18.9114633, 47.6215104]",others
1448,Point,furniture,"[19.0430996, 47.5520855]",others
1449,Point,car,"[19.0466465, 47.5526786]",others
1450,Point,supermarket,"[19.0215659, 47.5629043]",Supermarket
1451,Point,doityourself,"[19.1213085, 47.5058044]",others
1452,Point,supermarket,"[19.1169925, 47.505173]",Supermarket
1453,Point,fittings,"[18.8785495, 47.3738282]",others
1454,Point,supermarket,"[19.1154089, 47.5063229]",Supermarket
1455,Point,mall,"[19.0278455, 47.5465692]",Mall
1456,Point,clothes,"[19.1673895, 47.52835]","Clothing, shoes, accessories"
1457,Point,supermarket,"[18.9013918, 47.3219439]",Supermarket
1458,Point,mall,"[19.0230246, 47.4907119]",Mall
1459,Point,supermarket,"[19.0397336, 47.5567621]",Supermarket
1460,Point,supermarket,"[19.0416672, 47.5545089]",Supermarket
1461,Point,computer,"[19.0396832, 47.5543969]",others
1462,Point,mall,"[19.0603305, 47.6127745]",Mall
1463,Point,supermarket,"[19.0697653, 47.4287605]",Supermarket
1464,Point,convenience,"[19.0223996, 47.4409194]","food, beverages"
1465,Point,garden_centre,"[19.1433517, 47.5046875]",others
1466,Point,supermarket,"[19.1600282, 47.5340836]",Supermarket
1467,Point,supermarket,"[19.2004454, 47.5052038]",Supermarket
1468,Point,mall,"[19.1913002, 47.5099989]",Mall
1469,Point,car_repair,"[19.1995795, 47.5131372]",others
1470,Point,kiosk,"[19.1914817, 47.5103402]",Convenience shop
1471,Point,supermarket,"[19.1864772, 47.5208979]",Supermarket
1472,Point,supermarket,"[19.1604102, 47.4521264]",Supermarket
1473,Point,supermarket,"[19.1154872, 47.4621331]",Supermarket
1474,Point,bathroom_furnishing,"[19.2241469, 47.5190072]",others
1475,Point,convenience,"[19.2201392, 47.519919]","food, beverages"
1476,Point,convenience,"[19.2180758, 47.5106389]","food, beverages"
1477,Point,florist,"[19.2303846, 47.5190364]",others
1478,Point,supermarket,"[19.2118988, 47.5096499]",Supermarket
1479,Point,kiosk,"[19.2057511, 47.507012]",Convenience shop
1480,Point,supermarket,"[19.1370545, 47.491243]",Supermarket
1481,Point,kiosk,"[19.2049572, 47.5066677]",Convenience shop
1482,Point,car_repair,"[18.9754557, 47.4414027]",others
1483,Point,supermarket,"[19.1492954, 47.5092163]",Supermarket
1484,Point,butcher,"[19.1463645, 47.5118911]","food, beverages"
1485,Point,convenience,"[19.1426231, 47.5161901]","food, beverages"
1486,Point,car_repair,"[19.1829094, 47.5033629]",others
1487,Point,furniture,"[19.1442031, 47.5344761]",others
1488,Point,car,"[19.1670468, 47.5216631]",others
1489,Point,supermarket,"[19.1454364, 47.5099757]",Supermarket
1490,Point,supermarket,"[19.0352607, 47.4418604]",Supermarket
1491,Point,supermarket,"[19.0613758, 47.411328]",Supermarket
1492,Point,carpet,"[19.0510131, 47.400948]",others
1493,Point,supermarket,"[19.0965532, 47.4404052]",Supermarket
1494,Point,car,"[19.0853373, 47.4367711]",others
1495,Point,car,"[19.1494344, 47.4330983]",others
1496,Point,convenience,"[19.0761344, 47.4342106]","food, beverages"
1497,Point,convenience,"[19.0769555, 47.4337204]","food, beverages"
1498,Point,florist,"[19.0709844, 47.4349262]",others
1499,Point,bakery,"[19.0773733, 47.4337226]","food, beverages"
1500,Point,garden_centre,"[18.9522761, 47.5286245]",others
1501,Point,supermarket,"[19.1714044, 47.5100506]",Supermarket
1502,Point,florist,"[19.0823538, 47.476733]",others
1503,Point,supermarket,"[19.0871638, 47.4789281]",Supermarket
1504,Point,sports,"[19.1750468, 47.5114213]",others
1505,Point,mall,"[19.0116898, 47.49118]",Mall
1506,Point,car_parts,"[18.9691634, 47.3897102]",others
1507,Point,car,"[19.1640756, 47.4280417]",others
1508,Point,mall,"[19.2017464, 47.4333374]",Mall
1509,Point,supermarket,"[18.9572343, 47.4613191]",Supermarket
1510,Point,supermarket,"[19.3384865, 47.6107621]",Supermarket
1511,Point,garden_centre,"[18.9942265, 47.4611434]",others
1512,Point,car_repair,"[18.8815696, 47.415291]",others
1513,Point,car,"[18.8821773, 47.4148109]",others
1514,Point,furniture,"[18.8824314, 47.4145994]",others
1515,Point,supermarket,"[18.888886, 47.4086346]",Supermarket
1516,Point,supermarket,"[18.9236777, 47.3792655]",Supermarket
1517,Point,supermarket,"[19.0438278, 47.5463168]",Supermarket
1518,Point,yes,"[19.0833099, 47.4688761]",others
1519,Point,supermarket,"[18.8903475, 47.4075361]",Supermarket
1520,Point,yes,"[18.8938984, 47.4051234]",others
1521,Point,supermarket,"[19.0723713, 47.4079979]",Supermarket
1522,Point,convenience,"[19.0781793, 47.4162566]","food, beverages"
1523,Point,greengrocer,"[19.0773013, 47.4174762]","food, beverages"
1524,Point,garden_centre,"[19.3456334, 47.5859607]",others
1525,Point,car,"[19.1260989, 47.5293433]",others
1526,Point,trade,"[19.1054202, 47.4221408]",others
1527,Point,supermarket,"[18.906561, 47.3820944]",Supermarket
1528,Point,supermarket,"[19.0970815, 47.445341]",Supermarket
1529,Point,supermarket,"[19.3482531, 47.598854]",Supermarket
1530,Point,supermarket,"[19.3434833, 47.5986833]",Supermarket
1531,Point,car,"[19.1512692, 47.5669426]",others
1532,Point,doityourself,"[19.1500812, 47.5662838]",others
1533,Point,supermarket,"[19.2682012, 47.5492371]",Supermarket
1534,Point,supermarket,"[19.2665457, 47.5485633]",Supermarket
1535,Point,sports,"[19.1116864, 47.6070762]",others
1536,Point,doityourself,"[19.1136219, 47.6097419]",others
1537,Point,supermarket,"[19.1095716, 47.3868754]",Supermarket
1538,Point,supermarket,"[19.1545844, 47.4695179]",Supermarket
1539,Point,furniture,"[19.1544922, 47.4701106]",others
1540,Point,supermarket,"[19.1573782, 47.4689971]",Supermarket
1541,Point,car,"[19.0645006, 47.6209121]",others
1542,Point,car_repair,"[19.1143146, 47.4577046]",others
1543,Point,supermarket,"[19.1875338, 47.4045343]",Supermarket
1544,Point,supermarket,"[19.1861505, 47.4034742]",Supermarket
1545,Point,car_parts,"[19.1786959, 47.4088818]",others
1546,Point,supermarket,"[19.2049747, 47.3904371]",Supermarket
1547,Point,car_repair,"[19.1575391, 47.4364204]",others
1548,Point,supermarket,"[19.3411767, 47.6064691]",Supermarket
1549,Point,butcher,"[18.8826342, 47.5757921]","food, beverages"
1550,Point,beauty,"[18.8853711, 47.5757288]",Beauty
1551,Point,convenience,"[18.8874044, 47.5757103]","food, beverages"
1552,Point,greengrocer,"[18.8824946, 47.5757618]","food, beverages"
1553,Point,tobacco,"[18.8876136, 47.5756766]",others
1554,Point,florist,"[18.8859624, 47.5756942]",others
1555,Point,florist,"[18.888995, 47.5763225]",others
1556,Point,supermarket,"[19.0672012, 47.6399754]",Supermarket
1557,Point,toys,"[18.8758812, 47.5832228]",others
1558,Point,mall,"[19.060959, 47.4835583]",Mall
1559,Point,supermarket,"[19.0252289, 47.5605106]",Supermarket
1560,Point,supermarket,"[19.2475692, 47.3983272]",Supermarket
1561,Point,furniture,"[19.0964307, 47.5752145]",others
1562,Point,car_repair,"[19.1558391, 47.4516014]",others
1563,Point,convenience,"[18.9356085, 47.3576497]","food, beverages"
1564,Point,bakery,"[19.0207124, 47.521384]","food, beverages"
1565,Point,supermarket,"[19.0361924, 47.4457991]",Supermarket
1566,Point,car_repair,"[19.1446377, 47.5177454]",others
1567,Point,car,"[19.1010425, 47.5326742]",others
1568,Point,doityourself,"[19.1139835, 47.5349361]",others
1569,Point,car,"[19.0873292, 47.4696455]",others
1570,Point,convenience,"[19.1334837, 47.5478999]","food, beverages"
1571,Point,supermarket,"[18.987387, 47.5202455]",Supermarket
1572,Point,trade,"[18.9324949, 47.5515024]",others
1573,Point,convenience,"[19.1848497, 47.5151401]","food, beverages"
1574,Point,car,"[19.1571026, 47.4232159]",others
1575,Point,tobacco,"[19.1715297, 47.5307507]",others
1576,Point,optician,"[19.1715966, 47.530675]",Health
1577,Point,greengrocer,"[19.1715241, 47.5306132]","food, beverages"
1578,Point,hardware,"[19.1718973, 47.5307703]",others
1579,Point,bakery,"[19.1723574, 47.5310889]","food, beverages"
1580,Point,confectionery,"[19.1721491, 47.5305716]","food, beverages"
1581,Point,clothes,"[19.1720779, 47.5304843]","Clothing, shoes, accessories"
1582,Point,florist,"[19.1717797, 47.5303327]",others
1583,Point,butcher,"[19.1715402, 47.5302654]","food, beverages"
1584,Point,doityourself,"[19.1727856, 47.5312218]",others
1585,Point,furniture,"[19.1725857, 47.5311909]",others
1586,Point,tobacco,"[19.1722759, 47.5309383]",others
1587,Point,newsagent,"[19.0660587, 47.4217068]","Stationery, gifts, books, newspapers"
1588,Point,supermarket,"[19.1751493, 47.4317664]",Supermarket
1589,Point,clothes,"[19.1743779, 47.4312234]","Clothing, shoes, accessories"
1590,Point,supermarket,"[19.1782737, 47.4330744]",Supermarket
1591,Point,department_store,"[19.1782656, 47.432574]",Department Store
1592,Point,car,"[19.1357853, 47.461744]",others
1593,Point,car_repair,"[19.1488554, 47.4367338]",others
1594,Point,car,"[19.1472427, 47.4382033]",others
1595,Point,supermarket,"[19.0837863, 47.4931273]",Supermarket
1596,Point,sports,"[19.0942506, 47.5223165]",others
1597,Point,yes,"[18.9191367, 47.5017146]",others
1598,Point,department_store,"[19.0997613, 47.5572753]",Department Store
1599,Point,mall,"[19.0555222, 47.4902144]",Mall
1600,Point,supermarket,"[18.9213222, 47.3788835]",Supermarket
1601,Point,convenience,"[19.3573131, 47.5919941]","food, beverages"
1602,Point,travel_agency,"[19.0224152, 47.5064483]",Travel Agency
1603,Point,car_repair,"[18.9183862, 47.3788123]",others
1604,Point,mall,"[18.9165761, 47.377292]",Mall
1605,Point,mall,"[18.9194797, 47.3777895]",Mall
1606,Point,mall,"[18.9206733, 47.3780591]",Mall
1607,Point,convenience,"[19.0107737, 47.5101396]","food, beverages"
1608,Point,supermarket,"[19.0321796, 47.4926141]",Supermarket
1609,Point,yes,"[19.0241961, 47.4969896]",others
1610,Point,car_repair,"[19.0121411, 47.4957056]",others
1611,Point,supermarket,"[18.9936893, 47.5236248]",Supermarket
1612,Point,supermarket,"[18.9890299, 47.5222481]",Supermarket
1613,Point,supermarket,"[18.9896675, 47.5153499]",Supermarket
1614,Point,convenience,"[19.0411743, 47.5370927]","food, beverages"
1615,Point,car_parts,"[19.1671661, 47.4635186]",others
1616,Point,pastry,"[19.0315898, 47.5395197]","food, beverages"
1617,Point,supermarket,"[19.1014215, 47.4382736]",Supermarket
1618,Point,pet,"[19.0318526, 47.4761078]",others
1619,Point,supermarket,"[19.0446066, 47.5569232]",Supermarket
1620,Point,bakery,"[19.0291538, 47.549677]","food, beverages"
1621,Point,paint,"[19.0297357, 47.5491059]",others
1622,Point,car_repair,"[19.0102399, 47.4639206]",others
1623,Point,car_repair,"[19.0084635, 47.4633539]",others
1624,Point,car_repair,"[19.0317988, 47.5616914]",others
1625,Point,gift,"[19.0394719, 47.5617132]","Stationery, gifts, books, newspapers"
1626,Point,tyres,"[19.0452399, 47.5543734]",others
1627,Point,tyres,"[19.045405, 47.5544857]",others
1628,Point,supermarket,"[19.0490693, 47.5730354]",Supermarket
1629,Point,garden_centre,"[19.0171079, 47.5233532]",others
1630,Point,gift,"[19.0955962, 47.4846598]","Stationery, gifts, books, newspapers"
1631,Point,tyres,"[19.0971626, 47.4799575]",others
1632,Point,paint,"[19.092193, 47.4865711]",others
1633,Point,garden_centre,"[19.0850294, 47.4834837]",others
1634,Point,sports,"[19.0239693, 47.4469231]",others
1635,Point,tyres,"[19.0874283, 47.4704627]",others
1636,Point,yes,"[19.0864296, 47.4703952]",others
1637,Point,car,"[19.0895138, 47.4707496]",others
1638,Point,doityourself,"[19.0821853, 47.469969]",others
1639,Point,herbalist,"[19.1076671, 47.4952046]",Health
1640,Point,supermarket,"[19.108414, 47.4952663]",Supermarket
1641,Point,yes,"[19.0875683, 47.4993394]",others
1642,Point,convenience,"[19.1018183, 47.5085432]","food, beverages"
1643,Point,supermarket,"[19.3369206, 47.6121427]",Supermarket
1644,Point,supermarket,"[19.3514608, 47.6009438]",Supermarket
1645,Point,yes,"[19.0464572, 47.5361202]",others
1646,Point,chemist,"[19.0490416, 47.5130615]",Beauty
1647,Point,supermarket,"[19.0531476, 47.5022795]",Supermarket
1648,Point,books,"[19.0547725, 47.5102752]","Stationery, gifts, books, newspapers"
1649,Point,supermarket,"[19.0520686, 47.5114561]",Supermarket
1650,Point,supermarket,"[19.0804737, 47.4871076]",Supermarket
1651,Point,supermarket,"[19.0831442, 47.4885119]",Supermarket
1652,Point,convenience,"[19.082133, 47.4855093]","food, beverages"
1653,Point,yes,"[19.0811849, 47.4770263]",others
1654,Point,sports,"[19.0784688, 47.4728075]",others
1655,Point,supermarket,"[19.0046351, 47.4666615]",Supermarket
1656,Point,supermarket,"[19.0279003, 47.5465383]",Supermarket
1657,Point,tobacco,"[19.1083193, 47.4716393]",others
1658,Point,garden_centre,"[18.9891058, 47.538493]",others
1659,Point,books,"[19.0503153, 47.5057731]","Stationery, gifts, books, newspapers"
1660,Point,car_repair,"[18.983925, 47.5332416]",others
1661,Point,greengrocer,"[18.9899643, 47.5218657]","food, beverages"
1662,Point,convenience,"[18.9920672, 47.4781872]","food, beverages"
1663,Point,supermarket,"[19.0515738, 47.4990853]",Supermarket
1664,Point,car_repair,"[19.0132021, 47.5168337]",others
1665,Point,garden_centre,"[19.0104051, 47.5155461]",others
1666,Point,supermarket,"[19.110681, 47.4704013]",Supermarket
1667,Point,car_repair,"[19.0151595, 47.4674082]",others
1668,Point,paint,"[18.9728459, 47.5204574]",others
1669,Point,bicycle,"[19.0920172, 47.5426205]",others
1670,Point,car_repair,"[19.0707384, 47.5434965]",others
1671,Point,convenience,"[18.9987901, 47.4812196]","food, beverages"
1672,Point,tombstones,"[19.0890537, 47.5812252]",others
1673,Point,chemist,"[19.3522494, 47.6007567]",Beauty
1674,Point,car,"[19.3875477, 47.5990692]",others
1675,Point,yes,"[19.013415, 47.5190067]",others
1676,Point,supermarket,"[19.36164, 47.5918601]",Supermarket
1677,Point,vacant,"[19.3420879, 47.6035337]",others
1678,Point,bakery,"[19.3469325, 47.5992841]","food, beverages"
1679,Point,clothes,"[19.3477585, 47.6009197]","Clothing, shoes, accessories"
1680,Point,electronics,"[19.3478273, 47.6007719]",others
1681,Point,electronics,"[19.3478544, 47.6006128]",others
1682,Point,funeral_directors,"[19.3456245, 47.600594]",others
1683,Point,beverages,"[19.3443203, 47.6011825]","food, beverages"
1684,Point,motorcycle,"[19.3439591, 47.6014603]",others
1685,Point,bicycle,"[19.3464991, 47.6004905]",others
1686,Point,clothes,"[19.3472819, 47.6017621]","Clothing, shoes, accessories"
1687,Point,doityourself,"[19.3472691, 47.6021628]",others
1688,Point,stationery,"[19.3480412, 47.6016976]","Stationery, gifts, books, newspapers"
1689,Point,convenience,"[19.3473963, 47.6055039]","food, beverages"
1690,Point,bakery,"[19.0554447, 47.4928402]","food, beverages"
1691,Point,confectionery,"[19.0554118, 47.4935254]","food, beverages"
1692,Point,supermarket,"[18.9633009, 47.5453465]",Supermarket
1693,Point,convenience,"[19.3578381, 47.5920784]","food, beverages"
1694,Point,supermarket,"[19.1708215, 47.438035]",Supermarket
1695,Point,supermarket,"[19.1659743, 47.4389482]",Supermarket
1696,Point,electronics,"[18.9636324, 47.4484935]",others
1697,Point,hardware,"[19.0983526, 47.5748146]",others
1698,Point,bakery,"[19.1069756, 47.5165206]","food, beverages"
1699,Point,supermarket,"[19.0036598, 47.375721]",Supermarket
1700,Point,vacant,"[19.0535458, 47.5057995]",others
1701,Point,bicycle,"[19.0538088, 47.5036401]",others
1702,Point,car,"[19.0524034, 47.5028079]",others
1703,Point,car,"[19.0509403, 47.4672064]",others
1704,Point,confectionery,"[19.0503567, 47.4970206]","food, beverages"
1705,Point,department_store,"[19.0496851, 47.3748018]",Department Store
1706,Point,yes,"[18.8803716, 47.4164819]",others
1707,Point,confectionery,"[18.8765808, 47.4188439]","food, beverages"
1708,Point,greengrocer,"[18.8777389, 47.4184251]","food, beverages"
1709,Point,convenience,"[18.8730556, 47.410932]","food, beverages"
1710,Point,mall,"[19.1763969, 47.4575491]",Mall
1711,Point,car,"[19.0046716, 47.5292293]",others
1712,Point,convenience,"[19.0420054, 47.3391502]","food, beverages"
1713,Point,convenience,"[18.882598, 47.4144899]","food, beverages"
1714,Point,glass,"[18.8819073, 47.4149722]",others
1715,Point,car_repair,"[18.8818108, 47.4151662]",others
1716,Point,car,"[18.882806, 47.4143166]",others
1717,Point,car_repair,"[18.88452, 47.4136165]",others
1718,Point,car_repair,"[18.8843708, 47.4135249]",others
1719,Point,tyres,"[18.8820257, 47.4150669]",others
1720,Point,car_repair,"[18.8823651, 47.4149912]",others
1721,Point,beverages,"[18.885627, 47.4151535]","food, beverages"
1722,Point,doityourself,"[18.888563, 47.4190871]",others
1723,Point,pet,"[18.8799077, 47.4110584]",others
1724,Point,garden_centre,"[18.8862954, 47.4110914]",others
1725,Point,supermarket,"[19.1240483, 47.6397397]",Supermarket
1726,Point,garden_centre,"[19.0111813, 47.403413]",others
1727,Point,supermarket,"[19.0242195, 47.4107016]",Supermarket
1728,Point,supermarket,"[19.1283652, 47.6311801]",Supermarket
1729,Point,supermarket,"[19.1568557, 47.4528552]",Supermarket
1730,Point,tyres,"[18.9395441, 47.3941619]",others
1731,Point,confectionery,"[18.9357743, 47.3929572]","food, beverages"
1732,Point,bathroom_furnishing,"[18.9238753, 47.3834313]",others
1733,Point,car_repair,"[19.3457311, 47.6161462]",others
1734,Point,car_repair,"[19.3395621, 47.6194586]",others
1735,Point,car_repair,"[19.3345543, 47.6135715]",others
1736,Point,pet,"[18.8868151, 47.4025594]",others
1737,Point,doityourself,"[19.3394283, 47.6064815]",others
1738,Point,car_repair,"[18.8945019, 47.416355]",others
1739,Point,paint,"[18.8897255, 47.415482]",others
1740,Point,copyshop,"[18.8893341, 47.4150129]",others
1741,Point,supermarket,"[18.9351309, 47.3781316]",Supermarket
1742,Point,tyres,"[18.8896585, 47.4109682]",others
1743,Point,confectionery,"[18.88916, 47.4094642]","food, beverages"
1744,Point,car_repair,"[18.8874922, 47.4024383]",others
1745,Point,tyres,"[18.9243094, 47.3828499]",others
1746,Point,clothes,"[18.9238637, 47.3817754]","Clothing, shoes, accessories"
1747,Point,hairdresser,"[18.9243353, 47.3830345]",Beauty
1748,Point,frame,"[18.8732246, 47.4149302]","Art, music, hobbies"
1749,Point,convenience,"[19.1615563, 47.4339267]","food, beverages"
1750,Point,car,"[18.9095721, 47.3588984]",others
1751,Point,car,"[19.3357054, 47.609712]",others
1752,Point,greengrocer,"[18.9044403, 47.3989416]","food, beverages"
1753,Point,trade,"[18.902859, 47.3997004]",others
1754,Point,pet,"[19.109472, 47.519985]",others
1755,Point,tobacco,"[19.2003245, 47.5134187]",others
1756,Point,supermarket,"[19.1130148, 47.5156104]",Supermarket
1757,Point,charity,"[19.1095147, 47.5166288]","Discount store, charity"
1758,Point,laundry,"[18.9104221, 47.4021453]",Laundry
1759,Point,car,"[18.9112127, 47.3963636]",others
1760,Point,convenience,"[19.0588191, 47.6172868]","food, beverages"
1761,Point,tyres,"[19.2179256, 47.4853405]",others
1762,Point,greengrocer,"[18.9286745, 47.5916796]","food, beverages"
1763,Point,hardware,"[18.9296402, 47.5916206]",others
1764,Point,car_repair,"[18.8764005, 47.4127168]",others
1765,Point,supermarket,"[19.143305, 47.5103611]",Supermarket
1766,Point,supermarket,"[19.1460511, 47.5065665]",Supermarket
1767,Point,car_repair,"[18.9263256, 47.3984659]",others
1768,Point,yes,"[18.9237186, 47.3870665]",others
1769,Point,hairdresser,"[18.9222276, 47.388053]",Beauty
1770,Point,supermarket,"[19.3631705, 47.6034042]",Supermarket
1771,Point,yes,"[18.9193463, 47.3899049]",others
1772,Point,mall,"[19.0544263, 47.5948042]",Mall
1773,Point,supermarket,"[18.9975474, 47.3366303]",Supermarket
1774,Point,motorcycle,"[19.1247467, 47.448017]",others
1775,Point,computer,"[19.1253126, 47.5136591]",others
1776,Point,convenience,"[19.1856707, 47.5169834]","food, beverages"
1777,Point,convenience,"[19.1840238, 47.5170246]","food, beverages"
1778,Point,car_repair,"[19.0200091, 47.4416693]",others
1779,Point,tobacco,"[19.1886283, 47.5165848]",others
1780,Point,supermarket,"[19.1087478, 47.385107]",Supermarket
1781,Point,kiosk,"[19.1102853, 47.3868747]",Convenience shop
1782,Point,bakery,"[18.9105087, 47.60379]","food, beverages"
1783,Point,electronics,"[18.9096818, 47.6044856]",others
1784,Point,bakery,"[18.9104042, 47.3760414]","food, beverages"
1785,Point,greengrocer,"[18.908628, 47.3756778]","food, beverages"
1786,Point,convenience,"[19.1299674, 47.4497114]","food, beverages"
1787,Point,kiosk,"[19.1299476, 47.4496663]",Convenience shop
1788,Point,supermarket,"[19.1316148, 47.4610017]",Supermarket
1789,Point,car_repair,"[18.925628, 47.380697]",others
1790,Point,car,"[18.9299659, 47.3788749]",others
1791,Point,trade,"[18.9305518, 47.3789075]",others
1792,Point,car_repair,"[18.9349537, 47.379395]",others
1793,Point,car_repair,"[18.9322879, 47.3792395]",others
1794,Point,garden_centre,"[19.0444856, 47.3534322]",others
1795,Point,bicycle,"[19.007076, 47.4318147]",others
1796,Point,convenience,"[19.0623936, 47.408091]","food, beverages"
1797,Point,car_repair,"[18.9682726, 47.3900626]",others
1798,Point,car_parts,"[18.9684575, 47.3910742]",others
1799,Point,variety_store,"[19.0602662, 47.4105985]","Discount store, charity"
1800,Point,garden_centre,"[19.0851271, 47.485369]",others
1801,Point,car_repair,"[19.3481385, 47.6164646]",others
1802,Point,yes,"[19.3511969, 47.6130724]",others
1803,Point,convenience,"[19.3530919, 47.6117226]","food, beverages"
1804,Point,supermarket,"[19.2028443, 47.4273677]",Supermarket
1805,Point,car_parts,"[19.0777516, 47.570331]",others
1806,Point,florist,"[19.0693635, 47.5304373]",others
1807,Point,electronics,"[18.9350976, 47.3891111]",others
1808,Point,pawnbroker,"[19.0395081, 47.4267346]",others
1809,Point,supermarket,"[19.3847043, 47.5997174]",Supermarket
1810,Point,bakery,"[18.978971, 47.4399152]","food, beverages"
1811,Point,car_parts,"[18.9518572, 47.4070827]",others
1812,Point,supermarket,"[18.9517681, 47.4091404]",Supermarket
1813,Point,convenience,"[18.9515391, 47.4088067]","food, beverages"
1814,Point,clothes,"[18.9516463, 47.4088687]","Clothing, shoes, accessories"
1815,Point,garden_centre,"[18.9465117, 47.4049703]",others
1816,Point,confectionery,"[18.9572408, 47.411829]","food, beverages"
1817,Point,bicycle,"[18.9489259, 47.4057099]",others
1818,Point,hardware,"[19.0864197, 47.5207166]",others
1819,Point,car,"[18.9416171, 47.3995899]",others
1820,Point,supermarket,"[18.9413339, 47.3996286]",Supermarket
1821,Point,mall,"[19.339263, 47.6077083]",Mall
1822,Point,gift,"[19.3468973, 47.603229]","Stationery, gifts, books, newspapers"
1823,Point,car_parts,"[19.340087, 47.605864]",others
1824,Point,computer,"[19.3402006, 47.6048428]",others
1825,Point,computer,"[19.3407711, 47.6048624]",others
1826,Point,chemist,"[19.1315171, 47.4619521]",Beauty
1827,Point,convenience,"[19.3502683, 47.5916286]","food, beverages"
1828,Point,furniture,"[19.3523279, 47.5919551]",others
1829,Point,paint,"[19.3584966, 47.6011565]",others
1830,Point,doityourself,"[19.356991, 47.6023674]",others
1831,Point,tyres,"[19.3556969, 47.6035931]",others
1832,Point,paint,"[19.3546237, 47.6056831]",others
1833,Point,bicycle,"[19.3534895, 47.6093005]",others
1834,Point,supermarket,"[19.3534192, 47.6096584]",Supermarket
1835,Point,convenience,"[19.3572204, 47.5885534]","food, beverages"
1836,Point,convenience,"[18.8958655, 47.4098148]","food, beverages"
1837,Point,convenience,"[19.0205549, 47.4296229]","food, beverages"
1838,Point,tobacco,"[18.8799363, 47.4166764]",others
1839,Point,supermarket,"[19.17057, 47.4459825]",Supermarket
1840,Point,hardware,"[19.3556807, 47.6034176]",others
1841,Point,hardware,"[19.3558821, 47.6032967]",others
1842,Point,doityourself,"[18.9906136, 47.4092611]",others
1843,Point,supermarket,"[19.3420379, 47.4918818]",Supermarket
1844,Point,supermarket,"[19.1707874, 47.4340951]",Supermarket
1845,Point,car,"[18.9608737, 47.4141128]",others
1846,Point,car,"[18.9605007, 47.4144088]",others
1847,Point,hardware,"[19.3546921, 47.6078]",others
1848,Point,car_repair,"[19.3544182, 47.608276]",others
1849,Point,trade,"[19.002211, 47.4544235]",others
1850,Point,greengrocer,"[19.3756343, 47.6021569]","food, beverages"
1851,Point,greengrocer,"[19.3872834, 47.5997014]","food, beverages"
